,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,theme
14342,2013,South Africa,lover,0,402,0.0,5,65,65,female stereotypes
14343,2014,South Africa,lover,2,400,0.005,5,65,65,female stereotypes
14344,2015,South Africa,lover,3,580,0.005172414,5,65,65,female stereotypes
14345,2016,South Africa,lover,4,1010,0.003960396,5,65,65,female stereotypes
14346,2017,South Africa,lover,7,2320,0.003017241,5,65,65,female stereotypes
14347,2018,South Africa,lover,15,3204,0.004681648,5,65,65,female stereotypes
14348,2019,South Africa,lover,14,3582,0.0039084309999999995,5,65,65,female stereotypes
14349,2020,South Africa,lover,11,3882,0.002833591,5,65,65,female stereotypes
14350,2021,South Africa,lover,17,2553,0.006658833,5,65,65,female stereotypes
14429,2010,South Africa,fear,0,64,0.0,4,73,73,female stereotypes
14430,2011,South Africa,fear,2,239,0.008368201,4,73,73,female stereotypes
14431,2012,South Africa,fear,1,355,0.0028169009999999997,4,73,73,female stereotypes
14432,2013,South Africa,fear,0,402,0.0,4,73,73,female stereotypes
14433,2014,South Africa,fear,6,400,0.015,4,73,73,female stereotypes
14434,2015,South Africa,fear,5,580,0.00862069,4,73,73,female stereotypes
14435,2016,South Africa,fear,4,1010,0.003960396,4,73,73,female stereotypes
14436,2017,South Africa,fear,16,2320,0.006896551999999999,4,73,73,female stereotypes
14437,2018,South Africa,fear,26,3204,0.008114856,4,73,73,female stereotypes
14438,2019,South Africa,fear,13,3582,0.0036292570000000003,4,73,73,female stereotypes
14439,2020,South Africa,fear,23,3882,0.005924781,4,73,73,female stereotypes
14440,2021,South Africa,fear,16,2553,0.006267137,4,73,73,female stereotypes
14444,2010,South Africa,hair,0,64,0.0,4,74,74,female stereotypes
14445,2011,South Africa,hair,1,239,0.0041841000000000005,4,74,74,female stereotypes
14446,2012,South Africa,hair,0,355,0.0,4,74,74,female stereotypes
14447,2013,South Africa,hair,1,402,0.002487562,4,74,74,female stereotypes
14448,2014,South Africa,hair,0,400,0.0,4,74,74,female stereotypes
14449,2015,South Africa,hair,0,580,0.0,4,74,74,female stereotypes
14450,2016,South Africa,hair,6,1010,0.005940594,4,74,74,female stereotypes
14451,2017,South Africa,hair,11,2320,0.004741379,4,74,74,female stereotypes
14452,2018,South Africa,hair,16,3204,0.004993758,4,74,74,female stereotypes
14453,2019,South Africa,hair,20,3582,0.005583473,4,74,74,female stereotypes
14454,2020,South Africa,hair,22,3882,0.005667182,4,74,74,female stereotypes
14455,2021,South Africa,hair,16,2553,0.006267137,4,74,74,female stereotypes
14489,2010,South Africa,newborn,0,64,0.0,7,77,77,female stereotypes
14490,2011,South Africa,newborn,0,239,0.0,7,77,77,female stereotypes
14491,2012,South Africa,newborn,0,355,0.0,7,77,77,female stereotypes
14492,2013,South Africa,newborn,0,402,0.0,7,77,77,female stereotypes
14493,2014,South Africa,newborn,0,400,0.0,7,77,77,female stereotypes
14494,2015,South Africa,newborn,0,580,0.0,7,77,77,female stereotypes
14495,2016,South Africa,newborn,0,1010,0.0,7,77,77,female stereotypes
14496,2017,South Africa,newborn,1,2320,0.000431034,7,77,77,female stereotypes
14497,2018,South Africa,newborn,3,3204,0.00093633,7,77,77,female stereotypes
14498,2019,South Africa,newborn,13,3582,0.0036292570000000003,7,77,77,female stereotypes
14499,2020,South Africa,newborn,10,3882,0.002575992,7,77,77,female stereotypes
14500,2021,South Africa,newborn,16,2553,0.006267137,7,77,77,female stereotypes
14504,2010,South Africa,trial,0,64,0.0,5,78,78,crime and violence
14505,2011,South Africa,trial,0,239,0.0,5,78,78,crime and violence
14506,2012,South Africa,trial,2,355,0.005633803000000001,5,78,78,crime and violence
14507,2013,South Africa,trial,0,402,0.0,5,78,78,crime and violence
14508,2014,South Africa,trial,3,400,0.0075,5,78,78,crime and violence
14509,2015,South Africa,trial,3,580,0.005172414,5,78,78,crime and violence
14510,2016,South Africa,trial,4,1010,0.003960396,5,78,78,crime and violence
14511,2017,South Africa,trial,11,2320,0.004741379,5,78,78,crime and violence
14512,2018,South Africa,trial,23,3204,0.007178527,5,78,78,crime and violence
14513,2019,South Africa,trial,22,3582,0.00614182,5,78,78,crime and violence
14514,2020,South Africa,trial,12,3882,0.00309119,5,78,78,crime and violence
14515,2021,South Africa,trial,16,2553,0.006267137,5,78,78,crime and violence
14534,2010,South Africa,leader,0,64,0.0,6,81,81,empowerment
14535,2011,South Africa,leader,1,239,0.0041841000000000005,6,81,81,empowerment
14536,2012,South Africa,leader,1,355,0.0028169009999999997,6,81,81,empowerment
14537,2013,South Africa,leader,1,402,0.002487562,6,81,81,empowerment
14538,2014,South Africa,leader,2,400,0.005,6,81,81,empowerment
14539,2015,South Africa,leader,3,580,0.005172414,6,81,81,empowerment
14540,2016,South Africa,leader,2,1010,0.001980198,6,81,81,empowerment
14541,2017,South Africa,leader,5,2320,0.002155172,6,81,81,empowerment
14542,2018,South Africa,leader,16,3204,0.004993758,6,81,81,empowerment
14543,2019,South Africa,leader,18,3582,0.0050251259999999996,6,81,81,empowerment
14544,2020,South Africa,leader,14,3882,0.003606388,6,81,81,empowerment
14545,2021,South Africa,leader,15,2553,0.0058754409999999995,6,81,81,empowerment
14564,2010,South Africa,survive,0,64,0.0,7,83,83,empowerment
14565,2011,South Africa,survive,1,239,0.0041841000000000005,7,83,83,empowerment
14566,2012,South Africa,survive,1,355,0.0028169009999999997,7,83,83,empowerment
14567,2013,South Africa,survive,2,402,0.004975124,7,83,83,empowerment
14568,2014,South Africa,survive,1,400,0.0025,7,83,83,empowerment
14569,2015,South Africa,survive,1,580,0.0017241379999999998,7,83,83,empowerment
14570,2016,South Africa,survive,2,1010,0.001980198,7,83,83,empowerment
14571,2017,South Africa,survive,11,2320,0.004741379,7,83,83,empowerment
14572,2018,South Africa,survive,5,3204,0.0015605489999999998,7,83,83,empowerment
14573,2019,South Africa,survive,9,3582,0.0025125629999999998,7,83,83,empowerment
14574,2020,South Africa,survive,17,3882,0.004379186,7,83,83,empowerment
14575,2021,South Africa,survive,15,2553,0.0058754409999999995,7,83,83,empowerment
14684,2010,South Africa,empower,0,64,0.0,7,95,95,empowerment
14685,2011,South Africa,empower,0,239,0.0,7,95,95,empowerment
14686,2012,South Africa,empower,2,355,0.005633803000000001,7,95,95,empowerment
14687,2013,South Africa,empower,0,402,0.0,7,95,95,empowerment
14688,2014,South Africa,empower,0,400,0.0,7,95,95,empowerment
14689,2015,South Africa,empower,2,580,0.0034482759999999997,7,95,95,empowerment
14690,2016,South Africa,empower,1,1010,0.000990099,7,95,95,empowerment
14691,2017,South Africa,empower,7,2320,0.003017241,7,95,95,empowerment
14692,2018,South Africa,empower,16,3204,0.004993758,7,95,95,empowerment
14693,2019,South Africa,empower,15,3582,0.004187605,7,95,95,empowerment
14694,2020,South Africa,empower,16,3882,0.004121587,7,95,95,empowerment
14695,2021,South Africa,empower,13,2553,0.005092049,7,95,95,empowerment
14699,2010,South Africa,gender,0,64,0.0,6,96,96,"race, ethnicity and identity"
14700,2011,South Africa,gender,0,239,0.0,6,96,96,"race, ethnicity and identity"
14701,2012,South Africa,gender,1,355,0.0028169009999999997,6,96,96,"race, ethnicity and identity"
14702,2013,South Africa,gender,0,402,0.0,6,96,96,"race, ethnicity and identity"
14703,2014,South Africa,gender,1,400,0.0025,6,96,96,"race, ethnicity and identity"
14704,2015,South Africa,gender,0,580,0.0,6,96,96,"race, ethnicity and identity"
14705,2016,South Africa,gender,3,1010,0.002970297,6,96,96,"race, ethnicity and identity"
14706,2017,South Africa,gender,7,2320,0.003017241,6,96,96,"race, ethnicity and identity"
14707,2018,South Africa,gender,15,3204,0.004681648,6,96,96,"race, ethnicity and identity"
14708,2019,South Africa,gender,22,3582,0.00614182,6,96,96,"race, ethnicity and identity"
14709,2020,South Africa,gender,13,3882,0.003348789,6,96,96,"race, ethnicity and identity"
14710,2021,South Africa,gender,13,2553,0.005092049,6,96,96,"race, ethnicity and identity"
14714,2010,South Africa,nurse,0,64,0.0,5,97,97,female stereotypes
14715,2011,South Africa,nurse,0,239,0.0,5,97,97,female stereotypes
14716,2012,South Africa,nurse,0,355,0.0,5,97,97,female stereotypes
14717,2013,South Africa,nurse,0,402,0.0,5,97,97,female stereotypes
14718,2014,South Africa,nurse,0,400,0.0,5,97,97,female stereotypes
14719,2015,South Africa,nurse,3,580,0.005172414,5,97,97,female stereotypes
14720,2016,South Africa,nurse,6,1010,0.005940594,5,97,97,female stereotypes
14721,2017,South Africa,nurse,6,2320,0.002586207,5,97,97,female stereotypes
14722,2018,South Africa,nurse,10,3204,0.0031210990000000004,5,97,97,female stereotypes
14723,2019,South Africa,nurse,37,3582,0.010329425,5,97,97,female stereotypes
14724,2020,South Africa,nurse,23,3882,0.005924781,5,97,97,female stereotypes
14725,2021,South Africa,nurse,13,2553,0.005092049,5,97,97,female stereotypes
14744,2010,South Africa,rapist,0,64,0.0,6,99,99,crime and violence
14745,2011,South Africa,rapist,1,239,0.0041841000000000005,6,99,99,crime and violence
14746,2012,South Africa,rapist,0,355,0.0,6,99,99,crime and violence
14747,2013,South Africa,rapist,0,402,0.0,6,99,99,crime and violence
14748,2014,South Africa,rapist,0,400,0.0,6,99,99,crime and violence
14749,2015,South Africa,rapist,1,580,0.0017241379999999998,6,99,99,crime and violence
14750,2016,South Africa,rapist,3,1010,0.002970297,6,99,99,crime and violence
14751,2017,South Africa,rapist,8,2320,0.0034482759999999997,6,99,99,crime and violence
14752,2018,South Africa,rapist,12,3204,0.003745318,6,99,99,crime and violence
14753,2019,South Africa,rapist,18,3582,0.0050251259999999996,6,99,99,crime and violence
14754,2020,South Africa,rapist,14,3882,0.003606388,6,99,99,crime and violence
14755,2021,South Africa,rapist,13,2553,0.005092049,6,99,99,crime and violence
14774,2010,South Africa,transgender,0,64,0.0,11,102,102,"race, ethnicity and identity"
14775,2011,South Africa,transgender,1,239,0.0041841000000000005,11,102,102,"race, ethnicity and identity"
14776,2012,South Africa,transgender,0,355,0.0,11,102,102,"race, ethnicity and identity"
14777,2013,South Africa,transgender,0,402,0.0,11,102,102,"race, ethnicity and identity"
14778,2014,South Africa,transgender,1,400,0.0025,11,102,102,"race, ethnicity and identity"
14779,2015,South Africa,transgender,0,580,0.0,11,102,102,"race, ethnicity and identity"
14780,2016,South Africa,transgender,0,1010,0.0,11,102,102,"race, ethnicity and identity"
14781,2017,South Africa,transgender,2,2320,0.0008620689999999999,11,102,102,"race, ethnicity and identity"
14782,2018,South Africa,transgender,8,3204,0.002496879,11,102,102,"race, ethnicity and identity"
14783,2019,South Africa,transgender,7,3582,0.001954216,11,102,102,"race, ethnicity and identity"
14784,2020,South Africa,transgender,8,3882,0.002060793,11,102,102,"race, ethnicity and identity"
14785,2021,South Africa,transgender,13,2553,0.005092049,11,102,102,"race, ethnicity and identity"
14789,2010,South Africa,appoint,0,64,0.0,7,103,103,empowerment
14790,2011,South Africa,appoint,0,239,0.0,7,103,103,empowerment
14791,2012,South Africa,appoint,0,355,0.0,7,103,103,empowerment
14792,2013,South Africa,appoint,2,402,0.004975124,7,103,103,empowerment
14793,2014,South Africa,appoint,1,400,0.0025,7,103,103,empowerment
14794,2015,South Africa,appoint,2,580,0.0034482759999999997,7,103,103,empowerment
14795,2016,South Africa,appoint,3,1010,0.002970297,7,103,103,empowerment
14796,2017,South Africa,appoint,7,2320,0.003017241,7,103,103,empowerment
14797,2018,South Africa,appoint,12,3204,0.003745318,7,103,103,empowerment
14798,2019,South Africa,appoint,11,3582,0.00307091,7,103,103,empowerment
14799,2020,South Africa,appoint,11,3882,0.002833591,7,103,103,empowerment
14800,2021,South Africa,appoint,12,2553,0.004700353,7,103,103,empowerment
14879,2010,South Africa,guilty,0,64,0.0,6,110,110,crime and violence
14880,2011,South Africa,guilty,1,239,0.0041841000000000005,6,110,110,crime and violence
14881,2012,South Africa,guilty,3,355,0.008450704,6,110,110,crime and violence
14882,2013,South Africa,guilty,2,402,0.004975124,6,110,110,crime and violence
14883,2014,South Africa,guilty,2,400,0.005,6,110,110,crime and violence
14884,2015,South Africa,guilty,4,580,0.006896551999999999,6,110,110,crime and violence
14885,2016,South Africa,guilty,6,1010,0.005940594,6,110,110,crime and violence
14886,2017,South Africa,guilty,11,2320,0.004741379,6,110,110,crime and violence
14887,2018,South Africa,guilty,13,3204,0.004057428,6,110,110,crime and violence
14888,2019,South Africa,guilty,16,3582,0.004466778,6,110,110,crime and violence
14889,2020,South Africa,guilty,15,3882,0.003863988,6,110,110,crime and violence
14890,2021,South Africa,guilty,12,2553,0.004700353,6,110,110,crime and violence
14969,2010,South Africa,power,0,64,0.0,5,117,117,empowerment
14970,2011,South Africa,power,1,239,0.0041841000000000005,5,117,117,empowerment
14971,2012,South Africa,power,2,355,0.005633803000000001,5,117,117,empowerment
14972,2013,South Africa,power,1,402,0.002487562,5,117,117,empowerment
14973,2014,South Africa,power,5,400,0.0125,5,117,117,empowerment
14974,2015,South Africa,power,3,580,0.005172414,5,117,117,empowerment
14975,2016,South Africa,power,6,1010,0.005940594,5,117,117,empowerment
14976,2017,South Africa,power,10,2320,0.004310345,5,117,117,empowerment
14977,2018,South Africa,power,16,3204,0.004993758,5,117,117,empowerment
14978,2019,South Africa,power,16,3582,0.004466778,5,117,117,empowerment
14979,2020,South Africa,power,14,3882,0.003606388,5,117,117,empowerment
14980,2021,South Africa,power,12,2553,0.004700353,5,117,117,empowerment
14999,2010,South Africa,support,0,64,0.0,7,119,119,female stereotypes
15000,2011,South Africa,support,0,239,0.0,7,119,119,female stereotypes
15001,2012,South Africa,support,1,355,0.0028169009999999997,7,119,119,female stereotypes
15002,2013,South Africa,support,0,402,0.0,7,119,119,female stereotypes
15003,2014,South Africa,support,1,400,0.0025,7,119,119,female stereotypes
15004,2015,South Africa,support,1,580,0.0017241379999999998,7,119,119,female stereotypes
15005,2016,South Africa,support,4,1010,0.003960396,7,119,119,female stereotypes
15006,2017,South Africa,support,14,2320,0.006034483,7,119,119,female stereotypes
15007,2018,South Africa,support,19,3204,0.005930087,7,119,119,female stereotypes
15008,2019,South Africa,support,16,3582,0.004466778,7,119,119,female stereotypes
15009,2020,South Africa,support,20,3882,0.005151984,7,119,119,female stereotypes
15010,2021,South Africa,support,12,2553,0.004700353,7,119,119,female stereotypes
15059,2010,South Africa,boss,0,64,0.0,4,124,124,empowerment
15060,2011,South Africa,boss,0,239,0.0,4,124,124,empowerment
15061,2012,South Africa,boss,1,355,0.0028169009999999997,4,124,124,empowerment
15062,2013,South Africa,boss,0,402,0.0,4,124,124,empowerment
15063,2014,South Africa,boss,1,400,0.0025,4,124,124,empowerment
15064,2015,South Africa,boss,2,580,0.0034482759999999997,4,124,124,empowerment
15065,2016,South Africa,boss,5,1010,0.004950495,4,124,124,empowerment
15066,2017,South Africa,boss,7,2320,0.003017241,4,124,124,empowerment
15067,2018,South Africa,boss,18,3204,0.005617978,4,124,124,empowerment
15068,2019,South Africa,boss,4,3582,0.001116695,4,124,124,empowerment
15069,2020,South Africa,boss,15,3882,0.003863988,4,124,124,empowerment
15070,2021,South Africa,boss,11,2553,0.004308656,4,124,124,empowerment
15284,2010,South Africa,abuse,0,64,0.0,5,139,139,crime and violence
15285,2011,South Africa,abuse,2,239,0.008368201,5,139,139,crime and violence
15286,2012,South Africa,abuse,1,355,0.0028169009999999997,5,139,139,crime and violence
15287,2013,South Africa,abuse,3,402,0.007462687,5,139,139,crime and violence
15288,2014,South Africa,abuse,5,400,0.0125,5,139,139,crime and violence
15289,2015,South Africa,abuse,5,580,0.00862069,5,139,139,crime and violence
15290,2016,South Africa,abuse,5,1010,0.004950495,5,139,139,crime and violence
15291,2017,South Africa,abuse,38,2320,0.01637931,5,139,139,crime and violence
15292,2018,South Africa,abuse,55,3204,0.017166042,5,139,139,crime and violence
15293,2019,South Africa,abuse,57,3582,0.015912898,5,139,139,crime and violence
15294,2020,South Africa,abuse,51,3882,0.013137558,5,139,139,crime and violence
15295,2021,South Africa,abuse,10,2553,0.00391696,5,139,139,crime and violence
15314,2010,South Africa,asian,0,64,0.0,5,141,141,"race, ethnicity and identity"
15315,2011,South Africa,asian,0,239,0.0,5,141,141,"race, ethnicity and identity"
15316,2012,South Africa,asian,0,355,0.0,5,141,141,"race, ethnicity and identity"
15317,2013,South Africa,asian,2,402,0.004975124,5,141,141,"race, ethnicity and identity"
15318,2014,South Africa,asian,0,400,0.0,5,141,141,"race, ethnicity and identity"
15319,2015,South Africa,asian,0,580,0.0,5,141,141,"race, ethnicity and identity"
15320,2016,South Africa,asian,0,1010,0.0,5,141,141,"race, ethnicity and identity"
15321,2017,South Africa,asian,1,2320,0.000431034,5,141,141,"race, ethnicity and identity"
15322,2018,South Africa,asian,0,3204,0.0,5,141,141,"race, ethnicity and identity"
15323,2019,South Africa,asian,1,3582,0.00027917400000000003,5,141,141,"race, ethnicity and identity"
15324,2020,South Africa,asian,0,3882,0.0,5,141,141,"race, ethnicity and identity"
15325,2021,South Africa,asian,10,2553,0.00391696,5,141,141,"race, ethnicity and identity"
15329,2010,South Africa,award,0,64,0.0,5,142,142,empowerment
15330,2011,South Africa,award,0,239,0.0,5,142,142,empowerment
15331,2012,South Africa,award,0,355,0.0,5,142,142,empowerment
15332,2013,South Africa,award,0,402,0.0,5,142,142,empowerment
15333,2014,South Africa,award,1,400,0.0025,5,142,142,empowerment
15334,2015,South Africa,award,3,580,0.005172414,5,142,142,empowerment
15335,2016,South Africa,award,6,1010,0.005940594,5,142,142,empowerment
15336,2017,South Africa,award,12,2320,0.005172414,5,142,142,empowerment
15337,2018,South Africa,award,12,3204,0.003745318,5,142,142,empowerment
15338,2019,South Africa,award,25,3582,0.006979341,5,142,142,empowerment
15339,2020,South Africa,award,20,3882,0.005151984,5,142,142,empowerment
15340,2021,South Africa,award,10,2553,0.00391696,5,142,142,empowerment
15344,2010,South Africa,brown,0,64,0.0,5,143,143,"race, ethnicity and identity"
15345,2011,South Africa,brown,0,239,0.0,5,143,143,"race, ethnicity and identity"
15346,2012,South Africa,brown,0,355,0.0,5,143,143,"race, ethnicity and identity"
15347,2013,South Africa,brown,0,402,0.0,5,143,143,"race, ethnicity and identity"
15348,2014,South Africa,brown,0,400,0.0,5,143,143,"race, ethnicity and identity"
15349,2015,South Africa,brown,0,580,0.0,5,143,143,"race, ethnicity and identity"
15350,2016,South Africa,brown,0,1010,0.0,5,143,143,"race, ethnicity and identity"
15351,2017,South Africa,brown,4,2320,0.0017241379999999998,5,143,143,"race, ethnicity and identity"
15352,2018,South Africa,brown,1,3204,0.00031211,5,143,143,"race, ethnicity and identity"
15353,2019,South Africa,brown,9,3582,0.0025125629999999998,5,143,143,"race, ethnicity and identity"
15354,2020,South Africa,brown,3,3882,0.000772798,5,143,143,"race, ethnicity and identity"
15355,2021,South Africa,brown,10,2553,0.00391696,5,143,143,"race, ethnicity and identity"
15359,2010,South Africa,burn,0,64,0.0,4,144,144,crime and violence
15360,2011,South Africa,burn,1,239,0.0041841000000000005,4,144,144,crime and violence
15361,2012,South Africa,burn,1,355,0.0028169009999999997,4,144,144,crime and violence
15362,2013,South Africa,burn,2,402,0.004975124,4,144,144,crime and violence
15363,2014,South Africa,burn,1,400,0.0025,4,144,144,crime and violence
15364,2015,South Africa,burn,6,580,0.010344828,4,144,144,crime and violence
15365,2016,South Africa,burn,5,1010,0.004950495,4,144,144,crime and violence
15366,2017,South Africa,burn,9,2320,0.00387931,4,144,144,crime and violence
15367,2018,South Africa,burn,27,3204,0.008426966,4,144,144,crime and violence
15368,2019,South Africa,burn,37,3582,0.010329425,4,144,144,crime and violence
15369,2020,South Africa,burn,23,3882,0.005924781,4,144,144,crime and violence
15370,2021,South Africa,burn,10,2553,0.00391696,4,144,144,crime and violence
15434,2010,South Africa,kidnap,0,64,0.0,6,150,150,crime and violence
15435,2011,South Africa,kidnap,2,239,0.008368201,6,150,150,crime and violence
15436,2012,South Africa,kidnap,5,355,0.014084507,6,150,150,crime and violence
15437,2013,South Africa,kidnap,2,402,0.004975124,6,150,150,crime and violence
15438,2014,South Africa,kidnap,1,400,0.0025,6,150,150,crime and violence
15439,2015,South Africa,kidnap,1,580,0.0017241379999999998,6,150,150,crime and violence
15440,2016,South Africa,kidnap,4,1010,0.003960396,6,150,150,crime and violence
15441,2017,South Africa,kidnap,3,2320,0.001293103,6,150,150,crime and violence
15442,2018,South Africa,kidnap,16,3204,0.004993758,6,150,150,crime and violence
15443,2019,South Africa,kidnap,39,3582,0.010887771999999999,6,150,150,crime and violence
15444,2020,South Africa,kidnap,37,3882,0.00953117,6,150,150,crime and violence
15445,2021,South Africa,kidnap,10,2553,0.00391696,6,150,150,crime and violence
15479,2010,South Africa,marry,0,64,0.0,5,153,153,female stereotypes
15480,2011,South Africa,marry,2,239,0.008368201,5,153,153,female stereotypes
15481,2012,South Africa,marry,0,355,0.0,5,153,153,female stereotypes
15482,2013,South Africa,marry,4,402,0.009950249,5,153,153,female stereotypes
15483,2014,South Africa,marry,4,400,0.01,5,153,153,female stereotypes
15484,2015,South Africa,marry,3,580,0.005172414,5,153,153,female stereotypes
15485,2016,South Africa,marry,6,1010,0.005940594,5,153,153,female stereotypes
15486,2017,South Africa,marry,10,2320,0.004310345,5,153,153,female stereotypes
15487,2018,South Africa,marry,14,3204,0.004369538,5,153,153,female stereotypes
15488,2019,South Africa,marry,9,3582,0.0025125629999999998,5,153,153,female stereotypes
15489,2020,South Africa,marry,4,3882,0.001030397,5,153,153,female stereotypes
15490,2021,South Africa,marry,10,2553,0.00391696,5,153,153,female stereotypes
15494,2010,South Africa,minister,0,64,0.0,8,155,155,empowerment
15495,2011,South Africa,minister,0,239,0.0,8,155,155,empowerment
15496,2012,South Africa,minister,2,355,0.005633803000000001,8,155,155,empowerment
15497,2013,South Africa,minister,1,402,0.002487562,8,155,155,empowerment
15498,2014,South Africa,minister,1,400,0.0025,8,155,155,empowerment
15499,2015,South Africa,minister,2,580,0.0034482759999999997,8,155,155,empowerment
15500,2016,South Africa,minister,7,1010,0.006930693000000001,8,155,155,empowerment
15501,2017,South Africa,minister,20,2320,0.00862069,8,155,155,empowerment
15502,2018,South Africa,minister,14,3204,0.004369538,8,155,155,empowerment
15503,2019,South Africa,minister,20,3582,0.005583473,8,155,155,empowerment
15504,2020,South Africa,minister,21,3882,0.005409583000000001,8,155,155,empowerment
15505,2021,South Africa,minister,10,2553,0.00391696,8,155,155,empowerment
15584,2010,South Africa,suffer,0,64,0.0,6,162,162,crime and violence
15585,2011,South Africa,suffer,0,239,0.0,6,162,162,crime and violence
15586,2012,South Africa,suffer,2,355,0.005633803000000001,6,162,162,crime and violence
15587,2013,South Africa,suffer,0,402,0.0,6,162,162,crime and violence
15588,2014,South Africa,suffer,0,400,0.0,6,162,162,crime and violence
15589,2015,South Africa,suffer,0,580,0.0,6,162,162,crime and violence
15590,2016,South Africa,suffer,2,1010,0.001980198,6,162,162,crime and violence
15591,2017,South Africa,suffer,0,2320,0.0,6,162,162,crime and violence
15592,2018,South Africa,suffer,7,3204,0.002184769,6,162,162,crime and violence
15593,2019,South Africa,suffer,7,3582,0.001954216,6,162,162,crime and violence
15594,2020,South Africa,suffer,7,3882,0.001803194,6,162,162,crime and violence
15595,2021,South Africa,suffer,10,2553,0.00391696,6,162,162,crime and violence
15614,2010,South Africa,witchcraft,0,64,0.0,10,166,166,female stereotypes
15615,2011,South Africa,witchcraft,0,239,0.0,10,166,166,female stereotypes
15616,2012,South Africa,witchcraft,0,355,0.0,10,166,166,female stereotypes
15617,2013,South Africa,witchcraft,0,402,0.0,10,166,166,female stereotypes
15618,2014,South Africa,witchcraft,0,400,0.0,10,166,166,female stereotypes
15619,2015,South Africa,witchcraft,1,580,0.0017241379999999998,10,166,166,female stereotypes
15620,2016,South Africa,witchcraft,2,1010,0.001980198,10,166,166,female stereotypes
15621,2017,South Africa,witchcraft,3,2320,0.001293103,10,166,166,female stereotypes
15622,2018,South Africa,witchcraft,3,3204,0.00093633,10,166,166,female stereotypes
15623,2019,South Africa,witchcraft,1,3582,0.00027917400000000003,10,166,166,female stereotypes
15624,2020,South Africa,witchcraft,11,3882,0.002833591,10,166,166,female stereotypes
15625,2021,South Africa,witchcraft,10,2553,0.00391696,10,166,166,female stereotypes
15689,2010,South Africa,activist,0,64,0.0,8,171,171,empowerment
15690,2011,South Africa,activist,2,239,0.008368201,8,171,171,empowerment
15691,2012,South Africa,activist,0,355,0.0,8,171,171,empowerment
15692,2013,South Africa,activist,2,402,0.004975124,8,171,171,empowerment
15693,2014,South Africa,activist,2,400,0.005,8,171,171,empowerment
15694,2015,South Africa,activist,0,580,0.0,8,171,171,empowerment
15695,2016,South Africa,activist,3,1010,0.002970297,8,171,171,empowerment
15696,2017,South Africa,activist,5,2320,0.002155172,8,171,171,empowerment
15697,2018,South Africa,activist,5,3204,0.0015605489999999998,8,171,171,empowerment
15698,2019,South Africa,activist,6,3582,0.001675042,8,171,171,empowerment
15699,2020,South Africa,activist,12,3882,0.00309119,8,171,171,empowerment
15700,2021,South Africa,activist,9,2553,0.003525264,8,171,171,empowerment
15749,2010,South Africa,bride,0,64,0.0,5,176,176,female stereotypes
15750,2011,South Africa,bride,0,239,0.0,5,176,176,female stereotypes
15751,2012,South Africa,bride,0,355,0.0,5,176,176,female stereotypes
15752,2013,South Africa,bride,0,402,0.0,5,176,176,female stereotypes
15753,2014,South Africa,bride,0,400,0.0,5,176,176,female stereotypes
15754,2015,South Africa,bride,0,580,0.0,5,176,176,female stereotypes
15755,2016,South Africa,bride,0,1010,0.0,5,176,176,female stereotypes
15756,2017,South Africa,bride,4,2320,0.0017241379999999998,5,176,176,female stereotypes
15757,2018,South Africa,bride,4,3204,0.0012484389999999998,5,176,176,female stereotypes
15758,2019,South Africa,bride,1,3582,0.00027917400000000003,5,176,176,female stereotypes
15759,2020,South Africa,bride,4,3882,0.001030397,5,176,176,female stereotypes
15760,2021,South Africa,bride,9,2553,0.003525264,5,176,176,female stereotypes
15779,2010,South Africa,brutal,0,64,0.0,6,178,178,crime and violence
15780,2011,South Africa,brutal,0,239,0.0,6,178,178,crime and violence
15781,2012,South Africa,brutal,2,355,0.005633803000000001,6,178,178,crime and violence
15782,2013,South Africa,brutal,0,402,0.0,6,178,178,crime and violence
15783,2014,South Africa,brutal,0,400,0.0,6,178,178,crime and violence
15784,2015,South Africa,brutal,0,580,0.0,6,178,178,crime and violence
15785,2016,South Africa,brutal,3,1010,0.002970297,6,178,178,crime and violence
15786,2017,South Africa,brutal,2,2320,0.0008620689999999999,6,178,178,crime and violence
15787,2018,South Africa,brutal,3,3204,0.00093633,6,178,178,crime and violence
15788,2019,South Africa,brutal,7,3582,0.001954216,6,178,178,crime and violence
15789,2020,South Africa,brutal,17,3882,0.004379186,6,178,178,crime and violence
15790,2021,South Africa,brutal,9,2553,0.003525264,6,178,178,crime and violence
15854,2010,South Africa,emotional,0,64,0.0,9,183,183,female stereotypes
15855,2011,South Africa,emotional,0,239,0.0,9,183,183,female stereotypes
15856,2012,South Africa,emotional,0,355,0.0,9,183,183,female stereotypes
15857,2013,South Africa,emotional,0,402,0.0,9,183,183,female stereotypes
15858,2014,South Africa,emotional,0,400,0.0,9,183,183,female stereotypes
15859,2015,South Africa,emotional,1,580,0.0017241379999999998,9,183,183,female stereotypes
15860,2016,South Africa,emotional,1,1010,0.000990099,9,183,183,female stereotypes
15861,2017,South Africa,emotional,5,2320,0.002155172,9,183,183,female stereotypes
15862,2018,South Africa,emotional,12,3204,0.003745318,9,183,183,female stereotypes
15863,2019,South Africa,emotional,9,3582,0.0025125629999999998,9,183,183,female stereotypes
15864,2020,South Africa,emotional,5,3882,0.001287996,9,183,183,female stereotypes
15865,2021,South Africa,emotional,9,2553,0.003525264,9,183,183,female stereotypes
